transaction_id,card_number,bin,bin_country,card_type,card_brand,cardholder_name,issuing_bank,transaction_amount,transaction_currency,transaction_local_date,transmission_date_and_time,merchant_category_code,merchant_name,merchant_city,merchant_country,acquiring_country,authorization_code,transaction_fee,pos_entry_mode,transaction_status,channel,motif_rejet,cvv_validation,expiration_date_valid,is_ecommerce,is_domestic,ip_address,user_agent,customer_city,customer_phone,device_id,merchant_id,terminal_id,risk_score,is_fraud
6501,4347709348851941,434770,Maroc,Debit,Discover,Mohamed Fassi,Attijariwafa Bank,139.27,MAD,2025-01-25,2025-01-25T09:35:11,4814,Souvenirs Medina,Marrakech,Maroc,Maroc,000000,4.27,EMV,declined,ECOM,expired_card,valid,True,True,True,135.122.138.49,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Tetouan,0703419294,DEV-783,MID-6290,TERM-59290,0.8466264658656761,0
6502,4097446504062988,409744,Maroc,Prepaid,Visa,Fatima Mansouri,Al Barid Bank,169.08,MAD,2025-01-16,2025-01-16T22:06:53,6011,Bijouterie L'Or,Marrakech,Maroc,Maroc,000000,49.65,MAGSTRIPE,declined,ATM,limit_exceeded,valid,True,False,True,0.0.0.0,N/A,Meknès,0657354693,DEV-906,MID-5497,TERM-68910,0.7797033051067384,0
6503,4635263883840908,463526,Maroc,Prepaid,MasterCard,Zineb Tahiri,BMCE Bank,14.56,MAD,2025-01-27,2025-01-27T23:09:04,6011,FastFood Al Baraka,Unknown,Inde,Inde,000000,46.85,EMV,declined,ATM,Bad CVV/CVC,not_checked,False,False,False,0.0.0.0,N/A,Laâyoune,0753776737,DEV-401,MID-2261,TERM-36871,0.874638845924371,0
6504,4448968789469200,444896,Maroc,Prepaid,Visa,Zineb Qadiri,Attijariwafa Bank,10.0,EUR,2025-01-02,2025-01-02T21:42:22,5094,FastFood Al Baraka,Unknown,France,France,744888,18.45,EMV,approved,POS,none,not_checked,True,False,False,0.0.0.0,N/A,Rabat,0627913791,DEV-412,MID-7972,TERM-67321,0.8295294624919444,0
6505,4293397270068404,429339,Maroc,Credit,Visa,Amine Tahiri,Al Barid Bank,19.86,MAD,2025-01-24,2025-01-24T07:45:48,4814,BIM Store,Unknown,France,France,000000,47.62,FALLBACK,declined,ECOM,Bad Cvv2/Cvc2,valid,False,True,False,200.219.136.236,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Agadir,0613441252,DEV-251,MID-4166,TERM-85985,0.9254679068269,0
6506,4515074888449995,451507,Maroc,Prepaid,MasterCard,Zineb El Idrissi,Banque Populaire,29.82,USD,2025-01-13,2025-01-13T11:27:44,3000,Carrefour Market,Oujda,Maroc,Maroc,459129,50.0,EMV,approved,POS,none,invalid,True,False,True,0.0.0.0,N/A,Marrakech,0702359283,DEV-846,MID-9840,TERM-38170,0.634277341944355,0
6507,4892422090517519,489242,Maroc,Prepaid,Discover,Ali El Hariri,BMCI,16.62,MAD,2025-01-14,2025-01-14T07:48:54,5722,BIM Store,Unknown,Chine,Chine,000000,38.26,EMV,declined,ATM,Bad Cvv2/Cvc2,valid,True,False,False,0.0.0.0,N/A,Meknès,0754132538,DEV-277,MID-1062,TERM-69677,0.9198925866434824,0
6508,4214840585751423,421484,Maroc,Credit,Amex,Khadija Tahiri,CIH Bank,65.7,EUR,2025-01-01,2025-01-01T04:33:14,5812,SuperMarket Marjane,Unknown,Philippines,Philippines,000000,45.37,FALLBACK,declined,ECOM,Bad CVV/CVC,valid,True,True,False,50.233.137.166,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Laâyoune,0690204292,DEV-981,MID-9635,TERM-38329,0.9163488883096563,0
6509,4511708007286498,451170,Maroc,Debit,Visa,Fatima El Idrissi,Banque Populaire,31.51,MAD,2025-01-14,2025-01-14T03:43:35,5411,Acima,Unknown,Indonésie,Indonésie,000000,35.28,EMV,declined,ATM,expired_card,invalid,True,False,False,0.0.0.0,N/A,Meknès,0647255763,DEV-777,MID-8263,TERM-10315,0.8877121378851621,0
6510,4542465876902572,454246,Maroc,Prepaid,Amex,Sara Bennani,Attijariwafa Bank,17.07,MAD,2025-01-24,2025-01-24T11:58:31,5812,SuperMarket Marjane,Unknown,Equateur,Equateur,809453,25.7,MANUAL,approved,POS,none,valid,False,False,False,0.0.0.0,N/A,Laâyoune,0707432700,DEV-642,MID-4238,TERM-85742,0.9534864701998373,0
6511,4153150853782314,415315,Maroc,Credit,Amex,Youssef Bennani,Crédit du Maroc,582.6,EUR,2025-01-23,2025-01-23T22:32:49,5094,Restau Chez Hassan,Unknown,Cambodia,Cambodia,184602,16.53,MAGSTRIPE,approved,ECOM,none,not_checked,False,True,False,120.111.79.93,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Meknès,0624173525,DEV-982,MID-2469,TERM-29137,0.9148337469179053,0
6512,4826441998755278,482644,Maroc,Debit,MasterCard,Khadija Tahiri,BMCI,118.05,MAD,2025-01-19,2025-01-19T18:52:32,5541,Restau Chez Hassan,Laâyoune,Maroc,Maroc,000000,47.89,FALLBACK,declined,POS,limit_exceeded,invalid,True,False,True,0.0.0.0,N/A,Marrakech,0683804512,DEV-235,MID-4411,TERM-51131,0.8283478846369889,0
6513,4447244563913618,444724,Inde,Credit,MasterCard,Omar El Idrissi,Attijariwafa Bank,25.75,MAD,2025-01-10,2025-01-10T08:58:11,5411,Acima,Unknown,Japon,Japon,000000,35.01,MANUAL,declined,POS,Bad Cvv3-cvc3,not_checked,False,False,False,0.0.0.0,N/A,Rabat,0613876868,DEV-131,MID-7108,TERM-96856,0.9736543504849603,0
6514,4255235759799021,425523,Maroc,Prepaid,Amex,Sara El Idrissi,BMCI,25.85,MAD,2025-01-09,2025-01-09T16:45:29,6011,Souvenirs Medina,Unknown,USA,USA,000000,43.66,MANUAL,declined,ECOM,Invalid Card,not_checked,True,True,False,184.232.198.84,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Tetouan,0786551302,DEV-669,MID-4218,TERM-63090,0.974547995625966,0
6515,4490547890673330,449054,USA,Credit,Visa,Ali El Idrissi,Banque Populaire,24.16,MAD,2025-01-01,2025-01-01T20:59:16,4814,Souvenirs Medina,Unknown,Antigua et Barbade,Antigua et Barbade,748317,16.74,FALLBACK,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Tanger,0776093028,DEV-257,MID-5254,TERM-36593,0.8338078126945832,0
6516,4393825408761074,439382,Maroc,Credit,Visa,Aya El Amrani,Banque Populaire,44.63,MAD,2025-01-11,2025-01-11T22:36:30,4814,Electro Planet,Unknown,Antigua et Barbade,Antigua et Barbade,000000,24.08,FALLBACK,declined,ECOM,expired_card,valid,True,True,False,82.221.49.216,Mozilla/5.0 (Linux; Android 11; SM-G998B),Marrakech,0741821742,DEV-494,MID-6712,TERM-80566,0.9276987641770231,0
6517,4866927147664496,486692,Maroc,Prepaid,MasterCard,Fatima El Amrani,BMCI,30.24,EUR,2025-01-17,2025-01-17T11:45:28,5722,FastFood Al Baraka,Unknown,Philippines,Philippines,584445,19.52,EMV,approved,ATM,none,not_checked,False,False,False,0.0.0.0,N/A,Oujda,0704310619,DEV-689,MID-7803,TERM-69329,0.8236778378043607,0
6518,4903565519723610,490356,Maroc,Debit,Discover,Youssef El Hariri,BMCE Bank,383.0,MAD,2025-01-20,2025-01-20T04:33:03,3000,Souvenirs Medina,Unknown,Allemagne,Japon,167402,28.46,EMV,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Laâyoune,0736517199,DEV-191,MID-2974,TERM-81723,0.875479789368271,0
6519,4459367148071629,445936,Maroc,Credit,MasterCard,Khadija Alaoui,Crédit du Maroc,61.16,MAD,2025-01-06,2025-01-06T14:24:15,6011,Restau Chez Hassan,Unknown,Equateur,Equateur,000000,34.86,MANUAL,declined,POS,Bad Cvv2/Cvc2,not_checked,False,False,False,0.0.0.0,N/A,Laâyoune,0700585792,DEV-944,MID-7420,TERM-29852,0.9757261883128829,0
6520,4363145801164370,436314,Maroc,Credit,MasterCard,Fatima Alaoui,CIH Bank,10.45,USD,2025-01-10,2025-01-10T13:23:07,5541,Carrefour Market,Unknown,Colombie,Colombie,766382,49.96,MANUAL,approved,POS,none,not_checked,True,False,False,0.0.0.0,N/A,Agadir,0716339464,DEV-987,MID-9718,TERM-78466,0.9449561678083093,0
6521,4271042816609984,427104,Maroc,Prepaid,Discover,Youssef El Amrani,Crédit du Maroc,55.48,MAD,2025-01-30,2025-01-30T12:51:50,5812,Souvenirs Medina,Unknown,Espagne,Espagne,000000,39.48,FALLBACK,declined,POS,limit_exceeded,valid,True,False,False,0.0.0.0,N/A,Fès,0628196196,DEV-397,MID-2684,TERM-34954,0.9313966673247208,0
6522,4957686232019556,495768,Maroc,Prepaid,MasterCard,Mehdi Mansouri,BMCE Bank,50.6,MAD,2025-01-27,2025-01-27T15:34:44,6011,Souvenirs Medina,Unknown,Japon,Trinidade et Tobaggo,000000,16.67,EMV,declined,ECOM,expired_card,invalid,False,True,False,94.108.216.234,Mozilla/5.0 (Linux; Android 11; SM-G998B),Rabat,0773205730,DEV-705,MID-5861,TERM-82717,0.8930498970292755,0
6523,4361151423697274,436115,Maroc,Prepaid,MasterCard,Khadija Alaoui,CIH Bank,79.23,USD,2025-01-20,2025-01-20T15:49:31,5541,BIM Store,Unknown,Antigua et Barbade,Antigua et Barbade,486006,4.75,FALLBACK,approved,ECOM,none,not_checked,False,True,False,252.77.150.221,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Casablanca,0669878229,DEV-136,MID-7366,TERM-37124,0.8431210860731901,0
6524,4725967963384412,472596,Maroc,Prepaid,Discover,Ali El Hariri,SGMB,92.1,EUR,2025-01-20,2025-01-20T02:37:00,5812,Souvenirs Medina,Unknown,Pérou,Pérou,000000,16.1,FALLBACK,declined,POS,Bad Cvv2/Cvc2,valid,True,False,False,0.0.0.0,N/A,Marrakech,0723833330,DEV-149,MID-2608,TERM-20722,0.9247427303509181,0
6525,4621901513167198,462190,Maroc,Credit,Discover,Omar Tahiri,BMCE Bank,13.31,MAD,2025-01-17,2025-01-17T06:52:33,5411,SuperMarket Marjane,Unknown,Thailande,Equateur,000000,36.42,FALLBACK,declined,ATM,Bad Cvv3-cvc3,not_checked,False,False,False,0.0.0.0,N/A,Tetouan,0797192505,DEV-971,MID-1089,TERM-84404,0.9028262746494251,0
6526,4162236133473146,416223,Maroc,Prepaid,Visa,Mehdi El Idrissi,Al Barid Bank,37.66,EUR,2025-01-05,2025-01-05T05:21:59,5094,Electro Planet,Meknès,Maroc,Maroc,266391,33.98,MANUAL,approved,ECOM,none,invalid,False,True,True,51.88.79.170,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Oujda,0756358973,DEV-415,MID-1778,TERM-46639,0.8813303085183023,0
6527,4548727138376546,454872,Allemagne,Prepaid,MasterCard,Mehdi Bennani,Crédit du Maroc,33.39,USD,2025-01-03,2025-01-03T10:40:43,3000,Restau Chez Hassan,Unknown,Antigua et Barbade,Antigua et Barbade,000000,44.55,FALLBACK,declined,ECOM,Bad CVV/CVC,valid,False,True,False,177.46.57.12,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Oujda,0779890080,DEV-269,MID-4928,TERM-90683,0.9270516899765384,0
6528,4630439814741906,463043,Chine,Debit,Amex,Omar Fassi,Banque Populaire,39.6,MAD,2025-01-28,2025-01-28T05:34:58,5541,Bijouterie L'Or,Fès,Maroc,Maroc,000000,17.45,FALLBACK,declined,ATM,Invalid Card,not_checked,False,False,False,0.0.0.0,N/A,Laâyoune,0764082582,DEV-904,MID-2923,TERM-57413,0.9312584545740696,0
6529,4912872738352278,491287,Maroc,Prepaid,Discover,Ali Tahiri,BMCE Bank,69.96,MAD,2025-01-18,2025-01-18T20:43:09,5947,Station Afriquia,Unknown,Pérou,Pérou,644269,17.96,FALLBACK,approved,ATM,none,not_checked,False,False,False,0.0.0.0,N/A,Meknès,0761546195,DEV-898,MID-5541,TERM-74664,0.8333805740097637,0
6530,4960182812292922,496018,Maroc,Credit,Visa,Sara Tahiri,Attijariwafa Bank,21.28,MAD,2025-01-17,2025-01-17T20:34:46,5094,Restau Chez Hassan,Laâyoune,Maroc,Maroc,402430,6.81,MANUAL,approved,POS,none,valid,True,False,True,0.0.0.0,N/A,Casablanca,0738921928,DEV-300,MID-5006,TERM-73341,0.8868168933834933,0
6531,4020474786625682,402047,Maroc,Credit,Discover,Amine Fassi,BMCI,12.06,MAD,2025-01-06,2025-01-06T08:59:43,3000,Station Afriquia,Oujda,Maroc,Maroc,000000,17.64,FALLBACK,declined,ATM,expired_card,not_checked,True,False,True,0.0.0.0,N/A,Rabat,0667020736,DEV-387,MID-5650,TERM-61071,0.8341183418551973,0
6532,4810420052592785,481042,Maroc,Credit,MasterCard,Mohamed Melian,BMCI,13.84,EUR,2025-01-20,2025-01-20T13:56:52,5411,Souvenirs Medina,Tanger,Maroc,Maroc,525019,26.99,MAGSTRIPE,approved,POS,none,valid,False,False,True,0.0.0.0,N/A,Meknès,0688075095,DEV-559,MID-3809,TERM-11865,0.5106191853097748,0
6533,4820937147094253,482093,France,Debit,Visa,Omar Qadiri,BMCI,27.71,MAD,2025-01-15,2025-01-15T00:31:58,5812,Bijouterie L'Or,Tanger,Maroc,Maroc,742451,14.96,MANUAL,approved,ECOM,none,valid,True,True,False,215.228.189.188,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Oujda,0621341543,DEV-528,MID-9788,TERM-13103,0.9549187231260262,0
6534,4177223470315353,417722,Espagne,Prepaid,Discover,Omar El Amrani,BMCI,11.11,MAD,2025-01-15,2025-01-15T14:13:31,5094,Station Afriquia,Unknown,Pérou,Pérou,709978,32.0,FALLBACK,approved,ECOM,none,invalid,True,True,False,151.45.15.89,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Rabat,0619731492,DEV-611,MID-6979,TERM-82585,0.8045101566167483,0
6535,4252125846509617,425212,Allemagne,Debit,MasterCard,Fatima Bennani,CIH Bank,22.44,MAD,2025-01-25,2025-01-25T09:26:23,5722,Restau Chez Hassan,Unknown,Malaisie,Malaisie,745803,13.4,MANUAL,approved,POS,none,not_checked,False,False,False,0.0.0.0,N/A,Laâyoune,0602872351,DEV-707,MID-3930,TERM-32960,0.9552600283551573,0
6536,4658941537378979,465894,France,Debit,Discover,Amine Bennani,BMCE Bank,24.93,MAD,2025-01-07,2025-01-07T21:51:16,5541,Acima,Unknown,République Dominicaine,République Dominicaine,000000,17.68,FALLBACK,declined,POS,limit_exceeded,valid,True,False,False,0.0.0.0,N/A,Casablanca,0770279113,DEV-154,MID-3141,TERM-26366,0.9285015608349378,0
6537,4740679581962523,474067,Maroc,Debit,Discover,Omar Bennani,Banque Populaire,10.0,USD,2025-01-24,2025-01-24T00:44:02,5947,SuperMarket Marjane,Unknown,Pérou,Pérou,000000,15.9,MANUAL,declined,POS,Bad Cvv3-cvc3,not_checked,True,False,False,0.0.0.0,N/A,Tanger,0777621020,DEV-646,MID-6138,TERM-58280,0.9829018975250831,1
6538,4061206510955611,406120,USA,Prepaid,Amex,Mohamed Melian,Crédit du Maroc,42.31,MAD,2025-01-28,2025-01-28T13:40:37,5541,Station Afriquia,Unknown,Chine,Chine,424711,2.92,FALLBACK,approved,ATM,none,invalid,True,False,False,0.0.0.0,N/A,Agadir,0690403516,DEV-361,MID-8088,TERM-82479,0.8426465943699099,0
6539,4361740892049890,436174,France,Credit,Discover,Sara Bennani,CIH Bank,157.57,MAD,2025-01-09,2025-01-09T12:30:56,6011,Station Afriquia,Tanger,Maroc,Maroc,000000,43.36,FALLBACK,declined,ECOM,Bad CVV/CVC,valid,True,True,False,60.82.22.53,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Fès,0694544589,DEV-614,MID-9894,TERM-88602,0.9129374555483376,0
6540,4910176032012127,491017,Maroc,Credit,Amex,Aya Bennani,Crédit du Maroc,27.53,EUR,2025-01-09,2025-01-09T19:41:49,4814,Souvenirs Medina,Unknown,Malaisie,Malaisie,979725,23.8,MANUAL,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Tetouan,0757298049,DEV-644,MID-4997,TERM-97761,0.9592811172715044,0
6541,4667781426289082,466778,Allemagne,Debit,MasterCard,Mohamed El Hariri,Crédit du Maroc,49.09,EUR,2025-01-13,2025-01-13T11:59:05,5947,Bijouterie L'Or,Agadir,Maroc,Maroc,000000,34.77,FALLBACK,declined,ECOM,Bad Cvv2/Cvc2,valid,False,True,False,195.33.143.222,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Fès,0734117250,DEV-958,MID-1933,TERM-76833,0.9202732815981745,0
6542,4220144890715097,422014,Maroc,Credit,Discover,Khadija El Hariri,Attijariwafa Bank,27.74,MAD,2025-01-12,2025-01-12T02:21:17,5094,Station Afriquia,Unknown,Thailande,Colombie,000000,14.9,MAGSTRIPE,declined,POS,Bad Cvv3-cvc3,not_checked,True,False,False,0.0.0.0,N/A,Casablanca,0721803613,DEV-308,MID-4570,TERM-33515,0.9213860712010902,0
6543,4831458038348023,483145,Maroc,Prepaid,MasterCard,Aya El Hariri,Crédit du Maroc,22.3,MAD,2025-01-25,2025-01-25T06:50:54,5947,Electro Planet,Unknown,Philippines,Thailande,000000,26.51,FALLBACK,declined,ECOM,Bad Cvv2/Cvc2,not_checked,False,True,False,198.76.201.56,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Oujda,0738877393,DEV-765,MID-6172,TERM-17465,0.9208496670213508,0
6544,4446344428988088,444634,Maroc,Prepaid,Amex,Mohamed Fassi,CIH Bank,10.59,EUR,2025-01-23,2025-01-23T15:58:21,5094,Carrefour Market,Unknown,Philippines,Philippines,000000,32.32,MAGSTRIPE,declined,ECOM,limit_exceeded,valid,True,True,False,141.5.228.166,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Casablanca,0789744829,DEV-797,MID-3679,TERM-26639,0.9341678655422494,0
6545,4247801084532787,424780,Maroc,Credit,Discover,Aya Melian,Al Barid Bank,23.23,MAD,2025-01-09,2025-01-09T18:41:04,5094,Acima,Unknown,Inde,Trinidade et Tobaggo,000000,43.14,MAGSTRIPE,declined,ATM,expired_card,not_checked,True,False,False,0.0.0.0,N/A,Marrakech,0685567259,DEV-763,MID-1477,TERM-95092,0.921245589595558,0
6546,4754950790843578,475495,USA,Prepaid,Discover,Khadija Fassi,BMCI,44.92,MAD,2025-01-21,2025-01-21T20:44:42,5541,Carrefour Market,Unknown,Inde,Inde,000000,41.0,FALLBACK,declined,POS,expired_card,valid,True,False,False,0.0.0.0,N/A,Rabat,0732457304,DEV-929,MID-5689,TERM-17484,0.9304244026594024,0
6547,4945668752514836,494566,Maroc,Prepaid,MasterCard,Mohamed Melian,BMCE Bank,30.7,MAD,2025-01-24,2025-01-24T03:12:23,4814,Electro Planet,Unknown,Thailande,Thailande,223004,41.11,MAGSTRIPE,approved,ATM,none,valid,True,False,False,0.0.0.0,N/A,Laâyoune,0794811913,DEV-751,MID-9887,TERM-65335,0.82507286919141,0
6548,4457718895965114,445771,Maroc,Credit,MasterCard,Khadija El Amrani,Crédit du Maroc,16.73,MAD,2025-01-01,2025-01-01T02:01:13,5541,FastFood Al Baraka,Unknown,Allemagne,Allemagne,000000,46.5,MANUAL,declined,ECOM,Bad Cvv3-cvc3,not_checked,False,True,False,34.173.100.216,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Agadir,0650160820,DEV-985,MID-3118,TERM-92198,0.9807982843452151,0
6549,4116388462214156,411638,Maroc,Prepaid,Amex,Omar El Idrissi,BMCE Bank,61.98,MAD,2025-01-15,2025-01-15T21:00:41,5541,Restau Chez Hassan,Unknown,Côte d'Ivoire,Côte d'Ivoire,000000,27.0,MANUAL,declined,POS,Invalid Card,invalid,False,False,False,0.0.0.0,N/A,Laâyoune,0780494731,DEV-995,MID-8011,TERM-40643,0.9823127541039706,0
6550,4452515098169006,445251,USA,Debit,MasterCard,Khadija El Amrani,BMCI,31.56,MAD,2025-01-05,2025-01-05T20:52:05,5947,FastFood Al Baraka,Casablanca,Maroc,Maroc,000000,23.82,MAGSTRIPE,declined,ECOM,Bad Cvv3-cvc3,valid,False,True,False,12.110.144.45,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Tetouan,0671465813,DEV-170,MID-4226,TERM-60282,0.9119102994903275,0
6551,4389843645755833,438984,Maroc,Prepaid,Visa,Fatima Tahiri,CIH Bank,19.46,MAD,2025-01-09,2025-01-09T02:58:28,5947,Station Afriquia,Unknown,Indonésie,Indonésie,368665,46.53,FALLBACK,approved,ECOM,none,invalid,True,True,False,70.80.87.221,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Tanger,0764399159,DEV-386,MID-5690,TERM-60443,0.7965612407902677,0
6552,4688822568435406,468882,Maroc,Credit,Visa,Zineb Qadiri,Banque Populaire,67.0,MAD,2025-01-06,2025-01-06T04:50:16,5947,Restau Chez Hassan,Tanger,Maroc,Maroc,326135,20.95,EMV,approved,POS,none,invalid,True,False,True,0.0.0.0,N/A,Agadir,0783190503,DEV-420,MID-4589,TERM-95070,0.665936326469791,0
6553,4982946353154689,498294,Allemagne,Prepaid,MasterCard,Fatima Alaoui,CIH Bank,32.23,MAD,2025-01-24,2025-01-24T04:16:28,5947,Bijouterie L'Or,Tanger,Maroc,Maroc,854369,12.83,MAGSTRIPE,approved,ATM,none,not_checked,False,False,False,0.0.0.0,N/A,Fès,0605819709,DEV-924,MID-9422,TERM-49512,0.8269383219160605,0
6554,4435568737991885,443556,Maroc,Credit,Amex,Sara Alaoui,CIH Bank,26.55,MAD,2025-01-04,2025-01-04T21:34:04,5411,Carrefour Market,Unknown,Chine,Pérou,000000,1.33,EMV,declined,ATM,limit_exceeded,valid,False,False,False,0.0.0.0,N/A,Casablanca,0702346019,DEV-281,MID-2145,TERM-36396,0.8733683946616811,0
6555,4491289671241492,449128,Maroc,Debit,Visa,Mohamed Fassi,Banque Populaire,33.19,EUR,2025-01-01,2025-01-01T02:15:52,4814,Station Afriquia,Marrakech,Maroc,Maroc,000000,12.54,MAGSTRIPE,declined,POS,Bad Cvv2/Cvc2,invalid,True,False,True,0.0.0.0,N/A,Marrakech,0788250326,DEV-923,MID-4424,TERM-77670,0.7980044674954372,0
6556,4827863134099212,482786,Maroc,Credit,Amex,Khadija Alaoui,Banque Populaire,572.09,MAD,2025-01-16,2025-01-16T16:45:59,5411,SuperMarket Marjane,Unknown,Malaisie,Malaisie,000000,39.73,FALLBACK,declined,ECOM,expired_card,valid,True,True,False,16.255.85.243,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Casablanca,0685793701,DEV-301,MID-9872,TERM-80371,0.9436654156486715,0
6557,4151354548672529,415135,Allemagne,Debit,Visa,Mohamed El Hariri,SGMB,86.8,MAD,2025-01-17,2025-01-17T06:40:08,3000,BIM Store,Unknown,République Dominicaine,République Dominicaine,482032,5.04,MAGSTRIPE,approved,ECOM,none,not_checked,False,True,False,167.46.245.213,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Casablanca,0652471432,DEV-337,MID-5307,TERM-41935,0.8464793052898409,0
6558,4555686358952603,455568,Maroc,Debit,MasterCard,Mohamed El Hariri,Al Barid Bank,18.06,MAD,2025-01-28,2025-01-28T05:53:54,5411,Souvenirs Medina,Unknown,Thailande,Thailande,548967,0.13,FALLBACK,approved,ECOM,none,invalid,True,True,False,248.9.161.119,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),Tetouan,0788679111,DEV-502,MID-4419,TERM-59502,0.7165102981587267,0
6559,4924787144214724,492478,Maroc,Credit,MasterCard,Mehdi El Amrani,Crédit du Maroc,29.06,MAD,2025-01-19,2025-01-19T09:28:51,5722,Electro Planet,Unknown,Pérou,Chine,000000,24.22,EMV,declined,POS,Bad Cvv3-cvc3,not_checked,True,False,False,0.0.0.0,N/A,Casablanca,0694711080,DEV-257,MID-2207,TERM-28903,0.9201939259652423,0
6560,4655476025676143,465547,Maroc,Debit,Discover,Zineb El Idrissi,SGMB,14.88,MAD,2025-01-19,2025-01-19T09:57:30,5094,Station Afriquia,Unknown,Espagne,Espagne,802604,46.07,EMV,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Oujda,0744509307,DEV-314,MID-3486,TERM-40719,0.8316855671291841,0
6561,4246296504735840,424629,Maroc,Credit,Visa,Zineb El Hariri,Al Barid Bank,10.0,USD,2025-01-19,2025-01-19T00:04:08,4814,Souvenirs Medina,Unknown,Sri Lanka,Inde,474939,2.83,FALLBACK,approved,POS,none,invalid,True,False,False,0.0.0.0,N/A,Fès,0755516493,DEV-529,MID-7600,TERM-78599,0.8138684392284012,0
6562,4722009177910531,472200,Maroc,Credit,Visa,Mohamed El Amrani,BMCE Bank,10.29,MAD,2025-01-08,2025-01-08T03:18:37,5541,SuperMarket Marjane,Oujda,Maroc,Maroc,000000,1.68,EMV,declined,ECOM,Bad Cvv3-cvc3,invalid,True,True,True,176.52.235.57,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Agadir,0600485515,DEV-237,MID-2862,TERM-49819,0.8224597178673537,0
6563,4735349665627362,473534,Maroc,Prepaid,MasterCard,Fatima Bennani,Attijariwafa Bank,121.59,EUR,2025-01-31,2025-01-31T15:22:32,5722,Souvenirs Medina,Unknown,Allemagne,Colombie,000000,40.7,MANUAL,declined,POS,expired_card,valid,False,False,False,0.0.0.0,N/A,Agadir,0727026613,DEV-875,MID-7425,TERM-77293,0.9851041318245478,1
6564,4025975325594090,402597,Maroc,Credit,MasterCard,Sara El Amrani,CIH Bank,10.0,MAD,2025-01-09,2025-01-09T00:18:52,5947,BIM Store,Unknown,Côte d'Ivoire,Côte d'Ivoire,342675,47.86,MANUAL,approved,POS,none,invalid,False,False,False,0.0.0.0,N/A,Laâyoune,0677499116,DEV-468,MID-8727,TERM-11843,0.944366814445284,0
6565,4116642468320434,411664,Maroc,Credit,MasterCard,Mohamed El Hariri,Banque Populaire,68.97,MAD,2025-01-29,2025-01-29T07:14:43,6011,Electro Planet,Unknown,France,France,000000,15.2,EMV,declined,ECOM,Bad Cvv3-cvc3,valid,False,True,False,117.236.104.119,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Oujda,0630416882,DEV-221,MID-4529,TERM-13301,0.8838956712695263,0
6566,4138511921549825,413851,Maroc,Debit,Discover,Khadija El Amrani,SGMB,19.72,MAD,2025-01-24,2025-01-24T19:41:22,3000,Carrefour Market,Unknown,USA,USA,850704,14.16,EMV,approved,POS,none,valid,False,False,False,0.0.0.0,N/A,Rabat,0607480685,DEV-604,MID-6802,TERM-14644,0.8263295777255982,0
6567,4430709977245147,443070,Maroc,Credit,Visa,Zineb El Idrissi,Banque Populaire,23.01,MAD,2025-01-15,2025-01-15T12:24:05,5947,FastFood Al Baraka,Unknown,Cambodia,Cambodia,000000,46.11,MANUAL,declined,POS,Bad Cvv3-cvc3,invalid,True,False,False,0.0.0.0,N/A,Rabat,0742746526,DEV-551,MID-4564,TERM-87554,0.9822176181255613,0
6568,4229055957886756,422905,Maroc,Credit,Amex,Omar El Hariri,CIH Bank,10.72,MAD,2025-01-21,2025-01-21T10:42:14,4814,Electro Planet,Unknown,France,République Dominicaine,905906,24.23,EMV,approved,ECOM,none,valid,False,True,False,151.44.204.154,Mozilla/5.0 (Linux; U; Android 9; en-us; Nexus 5),Fès,0729693959,DEV-652,MID-7621,TERM-36623,0.8153263119738278,0
